state_id,state_name,number_of_deaths_among_cancer_patients_2010,percent_of_cancer_patients_dying_in_hospital_2010,percent_of_cancer_patients_dying_in_hospital_2010_2,percent_of_cancer_patients_dying_in_hospital_2010_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_3
State ID,State Name,Number of deaths among cancer patients (2010),Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit
1,Alabama,3854,28.8945777603631,27.2284495415206,30.6626575514901,62.7242307496442,60.232637618634,65.3188915292905,4.88851989880779,4.70326887881194,5.07377091880364,27.1556469512804,25.5502902766645,28.8618701923747,1.32841898459184,1.21282269319375,1.44401527598993,9.06384023808502,8.16414348013058,10.0626844765123,5.61945054861835,4.90721799140435,6.43505638503945,61.8506434000954,59.3621449695936,64.4434612490041,10.3227076314794,9.96765952359293,10.6777557393658,8.86113274769306,7.95010117308974,9.87656280878781,47.4407962643968,45.3108123619709,49.6709070722586
2,Alaska,350,30.7243287490699,25.499848918439,37.0192145098682,62.5085909552995,54.8425419434272,71.2462224535024,4.48213194233083,3.87679946924461,5.08746441541705,18.7002643273656,14.7148359519993,23.7651229720865,0.694583392852697,0.316857057239709,1.07230972846568,5.12309735663982,3.22652970121591,8.13447541354389,5.12599150306062,3.30478842087122,7.95082333365317,30.9452627748618,25.6233838154543,37.3724756691846,4.86351124779332,3.70334409073098,6.02367840485566,3.85982219789954,2.28539848930672,6.51887514107766,43.5375324916462,37.0123038929704,51.2131517384725
3,Arizona,3172,16.951753216342,15.565819697025,18.4610860655597,60.6467773521863,57.972875807151,63.4440081158087,4.35247867976017,4.14946830569305,4.55548905382729,36.5418417641262,34.4607454014033,38.7486162577337,1.78449104122241,1.65781294596537,1.91116913647945,9.76710891945318,8.70634420444285,10.957115225904,6.06442770517195,5.27597449385788,6.97070909536657,74.2479386952111,71.2794706555013,77.3400300225484,11.2565561649613,10.8674708622436,11.645641467679,13.1050727788565,11.8986327071352,14.4338376321288,64.9127254575,62.1162632421525,67.8350838635339
4,Arkansas,2685,24.4919217434666,22.6814183085778,26.446945359728,63.2015387025414,60.2312693991661,66.3182850737685,4.57735071367904,4.35663397865368,4.79806744870439,23.4473744557592,21.680525590515,25.3582122155339,1.03688695792217,0.899160126409996,1.17461378943433,9.30631850268043,8.21411311275508,10.5437510884584,7.51156298855273,6.54537821224885,8.62036947313535,62.8453599701242,59.8765989731614,65.9613160651426,9.51698326817325,9.09396233608132,9.94000420026518,10.8909436356652,9.69650523134225,12.2325157822679,38.8744509727131,36.5816526616002,41.3109531275006
5,California,15792,31.277787805162,30.3511348184655,32.232732510204,64.7118747741162,63.4064033588247,66.0442244781271,5.24798612708162,5.1536113935734,5.34236086058983,38.6829722179773,37.6471241114239,39.7473213408814,2.1756382877391,2.11674862982802,2.23452794565018,12.9325231334251,12.3282209641471,13.5664468606599,5.74004477436011,5.3544991421632,6.15335125412831,53.146377165707,51.981780279961,54.3370656146696,7.82779095167711,7.64691437369586,8.00866752965836,8.91513396657133,8.4443756247641,9.41213621630363,57.8018754471768,56.5540694079673,59.0772130137863
6,Colorado,1919,16.0962651492898,14.3910745476831,18.00350285851,58.0331032648163,54.7219752461494,61.5445816675234,3.97711743890819,3.71744533058682,4.23678954722955,25.1833126893827,23.0165399861371,27.5540649634221,1.14604801969591,0.984013107811786,1.30808293158004,7.12634243146537,5.99981825948198,8.46438246195951,5.65523040042717,4.69668301186972,6.80940800158109,70.2217366629725,66.5558781713506,74.0895084769007,10.5081907499929,10.0105087899559,11.0058727100299,11.7634901771103,10.3287732016612,13.3974963381627,55.1152928210351,51.827544584794,58.6116036768542
7,Connecticut,3371,30.0875573576533,28.2290817921825,32.0683865814144,64.3393620809338,61.6408257762146,67.1560359689217,5.17172661877442,4.97463043394629,5.36882280360254,27.0895367556739,25.340097992203,28.9597538992471,1.23750584109658,1.11451818890793,1.36049349328524,10.2886428084807,9.20035455487742,11.505662114335,5.96378311270128,5.15281576178707,6.90238321329111,53.5997335843484,51.1782880662776,56.1357471862401,7.37311802618356,6.9953677309548,7.75086832141232,10.2848156282345,9.24558647483122,11.4408569748096,72.6655844857771,69.7729244439651,75.6781690138303
8,Delaware,873,19.2235723892276,16.5330355845979,22.3519591131918,58.3322902705541,53.4779240202355,63.6273032386345,4.53201361829837,4.14795232507097,4.91607491152578,27.0017068244203,23.7756445849236,30.665505989868,1.11024888301798,0.870595351460439,1.34990241457552,9.5121322629054,7.68351927180964,11.7759397726734,5.69300248372521,4.31014504308202,7.51953285927614,71.4523028810787,66.0250899080696,77.3256286983929,11.322219756845,10.5861361688795,12.0583033448105,11.7560254496243,9.67578239185946,14.2835099814242,67.069969562282,61.8186225580805,72.7674061786003
9,District of Columbia,352,30.1753202251436,25.0653226155017,36.3270788354757,63.1511177932828,55.4272122732321,71.951366756128,5.45470908571592,4.84885701042671,6.06056116100514,31.3793900014052,26.1517562037269,37.6520073523768,1.37317393532284,0.995123368903083,1.7512245017426,14.4795211140355,11.3083787879288,18.5399282800465,8.4665880510463,5.66358507094454,12.6568440887152,56.8469809908808,49.2997791302913,65.5495684724474,8.95933496659893,7.79817195116543,10.1204979820324,8.08058635102629,5.45313999121273,11.9739958778999,64.2478315623183,56.4014755933161,73.1857423416275
